ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA
39825,Brinson,GA,ZIP Code area,39825
77864,Madisonville,TX,ZIP Code area,77864
32567,Laurel Hill,FL,ZIP Code area,32567
70787,Weyanoke,LA,Post Office or large volume customer,70787
76832,Cherokee,TX,ZIP Code area,76832
31773,Ochlocknee,GA,ZIP Code area,31773
71369,Simmesport,LA,ZIP Code area,71369
70639,Evans,LA,ZIP Code area,70639
31699,Moody AFB,GA,ZIP Code area,31699
70761,Norwood,LA,ZIP Code area,70761
32445,Malone,FL,ZIP Code area,32445
31778,Pavo,GA,ZIP Code area,31778
76887,Voca,TX,ZIP Code area,76887
39845,Donalsonville,GA,ZIP Code area,39845
71327,Cottonport,LA,ZIP Code area,71327
32452,Noma,FL,Post Office or large volume customer,32425
32538,Paxton,FL,Post Office or large volume customer,32567
70467,Varnado,LA,ZIP Code area,70426
32535,Century,FL,ZIP Code area,32535
76554,Little River Academy,TX,ZIP Code area,76554
77837,Calvert,TX,ZIP Code area,77837
79718,Balmorhea,TX,ZIP Code area,79718
31632,Hahira,GA,ZIP Code area,31632
36455,Lockhart,AL,Post Office or large volume customer,36455
31625,Barney,GA,ZIP Code area,31625
75939,Corrigan,TX,ZIP Code area,75939
39455,Lumberton,MS,ZIP Code area,39455
31568,White Oak,GA,ZIP Code area,31568
36562,Perdido,AL,ZIP Code area,36562
36483,Wing,AL,ZIP Code area,36483
71448,Longleaf,LA,Post Office or large volume customer,71430
39657,Osyka,MS,ZIP Code area,39657
31738,Coolidge,GA,ZIP Code area,31738
76519,Burlington,TX,ZIP Code area,76519
39859,Iron City,GA,ZIP Code area,39859
76533,Heidenheimer,TX,Post Office or large volume customer,76501
36314,Black,AL,ZIP Code area,36314
75852,Midway,TX,ZIP Code area,75852
36442,Florala,AL,ZIP Code area,36442
77856,Franklin,TX,ZIP Code area,77856
75865,Woodlake,TX,Post Office or large volume customer,75845
79780,Saragosa,TX,Post Office or large volume customer,79780
36504,Atmore,AL,Post Office or large volume customer,36502
36503,Atmore,AL,Post Office or large volume customer,36502
71339,Hamburg,LA,Post Office or large volume customer,71339
71325,Cheneyville,LA,ZIP Code area,71325
36512,Bucks,AL,Post Office or large volume customer,36512
77871,Normangee,TX,ZIP Code area,77871
36441,Flomaton,AL,ZIP Code area,36441
71433,Glenmora,LA,ZIP Code area,71433
31634,Homerville,GA,ZIP Code area,31634
31635,Lakeland,GA,ZIP Code area,31635
71355,Moreauville,LA,ZIP Code area,71355
36340,Geneva,AL,ZIP Code area,36340
39425,Brooklyn,MS,ZIP Code area,39425
71430,Forest Hill,LA,ZIP Code area,71430
31627,Cecil,GA,Post Office or large volume customer,31627
36320,Cottonwood,AL,ZIP Code area,36320
77870,New Baden,TX,Post Office or large volume customer,77856
71459,Fort Polk,LA,ZIP Code area,71459
76550,Lampasas,TX,ZIP Code area,76550
76542,Killeen,TX,ZIP Code area,76542
39632,Chatawa,MS,Post Office or large volume customer,39652
36579,Stockton,AL,ZIP Code area,36579
71341,Hessmer,LA,ZIP Code area,71341
31645,Ray City,GA,ZIP Code area,31645
71350,Mansura,LA,ZIP Code area,71350
79740,Girvin,TX,Post Office or large volume customer,79743
76539,Kempner,TX,ZIP Code area,76539
76513,Belton,TX,ZIP Code area,76513
31527,Jekyll Island,GA,ZIP Code area,31527
76548,Harker Heights,TX,ZIP Code area,76548
31722,Berlin,GA,Post Office or large volume customer,31722
36502,Atmore,AL,ZIP Code area,36502
31623,Argyle,GA,ZIP Code area,31623
39456,Mc Lain,MS,ZIP Code area,39456
39631,Centreville,MS,ZIP Code area,39631
31765,Meigs,GA,ZIP Code area,31765
76508,Temple,TX,Post Office or large volume customer,76508
76559,Nolanville,TX,ZIP Code area,76559
36343,Gordon,AL,ZIP Code area,36343
76570,Rosebud,TX,ZIP Code area,76570
39478,Sandy Hook,MS,ZIP Code area,39478
36522,Citronelle,AL,ZIP Code area,36522
76502,Temple,TX,ZIP Code area,76502
76549,Killeen,TX,ZIP Code area,76549
75931,Brookeland,TX,ZIP Code area,75931
36375,Slocomb,AL,ZIP Code area,36375
36560,Mount Vernon,AL,ZIP Code area,36560
75845,Groveton,TX,ZIP Code area,75845
76501,Temple,TX,ZIP Code area,76501
71346,Lecompte,LA,ZIP Code area,71346
76503,Temple,TX,Post Office or large volume customer,76501
76505,Temple,TX,Post Office or large volume customer,76501
75977,Wiergate,TX,ZIP Code area,75977
36344,Hartford,AL,ZIP Code area,36344
36477,Samson,AL,ZIP Code area,36477
76504,Temple,TX,ZIP Code area,76504
71320,Bordelonville,LA,Post Office or large volume customer,71355
31565,Waverly,GA,ZIP Code area,31565
36427,Brewton,AL,Post Office or large volume customer,36426
76824,Bend,TX,ZIP Code area,76824
39652,Magnolia,MS,ZIP Code area,39652
71330,Echo,LA,Post Office or large volume customer,71302
71461,New Llano,LA,ZIP Code area,71461
76541,Killeen,TX,ZIP Code area,76541
76543,Killeen,TX,ZIP Code area,76543
75851,Lovelady,TX,ZIP Code area,75851
31779,Pelham,GA,ZIP Code area,31779
76547,Killeen,TX,Post Office or large volume customer,76541
76540,Killeen,TX,Post Office or large volume customer,76541
39669,Woodville,MS,ZIP Code area,39669
76825,Brady,TX,ZIP Code area,76825
39667,Tylertown,MS,ZIP Code area,39667
31788,Moultrie,GA,ZIP Code area,31788
76522,Copperas Cove,TX,ZIP Code area,76522
31739,Cotton,GA,Post Office or large volume customer,31779
36426,Brewton,AL,ZIP Code area,36426
76930,Barnhart,TX,ZIP Code area,76930
31620,Adel,GA,ZIP Code area,31620
71351,Marksville,LA,ZIP Code area,71351
76544,Fort Hood,TX,ZIP Code area,76544
36370,Pansey,AL,ZIP Code area,36370
75980,Zavalla,TX,ZIP Code area,75980
39861,Jakin,GA,ZIP Code area,39861
79752,Mc Camey,TX,ZIP Code area,79752
75850,Leona,TX,ZIP Code area,75850
71446,Leesville,LA,ZIP Code area,71446
71424,Elmer,LA,ZIP Code area,71424
71496,Leesville,LA,Post Office or large volume customer,71446
71438,Hineston,LA,ZIP Code area,71438
36349,Malvern,AL,ZIP Code area,36375
75932,Burkeville,TX,ZIP Code area,75932
31521,Brunswick,GA,Post Office or large volume customer,31520
77855,Flynn,TX,Post Office or large volume customer,77855
31550,Manor,GA,ZIP Code area,31550
36513,Calvert,AL,Post Office or large volume customer,36513
39837,Colquitt,GA,ZIP Code area,39837
39451,Leakesville,MS,ZIP Code area,39451
71485,Woodworth,LA,ZIP Code area,71485
76629,Bremond,TX,ZIP Code area,76629
39645,Liberty,MS,ZIP Code area,39645
31522,Saint Simons Island,GA,ZIP Code area,31522
31520,Brunswick,GA,ZIP Code area,31520
36318,Coffee Springs,AL,ZIP Code area,36318
39423,Beaumont,MS,ZIP Code area,39423
36313,Bellwood,AL,Post Office or large volume customer,36313
79851,Sierra Blanca,TX,ZIP Code area,79851
31553,Nahunta,GA,ZIP Code area,31553
31747,Ellenton,GA,Post Office or large volume customer,31747
31776,Moultrie,GA,Post Office or large volume customer,31768
39461,Neely,MS,ZIP Code area,39461
39475,Purvis,MS,ZIP Code area,39475
36301,Dothan,AL,ZIP Code area,36301
31768,Moultrie,GA,ZIP Code area,31768
39832,Cedar Springs,GA,Post Office or large volume customer,39823
36312,Ashford,AL,ZIP Code area,36312
39635,Fernwood,MS,Post Office or large volume customer,39635
36316,Chancellor,AL,ZIP Code area,36316
31542,Hoboken,GA,ZIP Code area,31542
71365,Ruby,LA,Post Office or large volume customer,71360
79730,Coyanosa,TX,ZIP Code area,79730
76877,San Saba,TX,ZIP Code area,76877
36556,Malcolm,AL,Post Office or large volume customer,36556
75856,Pennington,TX,ZIP Code area,75856
31639,Nashville,GA,ZIP Code area,31639
76935,Christoval,TX,ZIP Code area,76935
39407,Hattiesburg,MS,Post Office or large volume customer,39401
76564,Pendleton,TX,Post Office or large volume customer,76579
36453,Kinston,AL,ZIP Code area,36453
75941,Diboll,TX,ZIP Code area,75941
76858,Melvin,TX,ZIP Code area,76858
76656,Lott,TX,ZIP Code area,76656
76579,Troy,TX,ZIP Code area,76579
71475,Slagle,LA,Post Office or large volume customer,71446
39638,Gloster,MS,ZIP Code area,39638
31561,Sea Island,GA,ZIP Code area,31561
31753,Funston,GA,Post Office or large volume customer,31768
36321,Cowarts,AL,ZIP Code area,36321
39643,Kokomo,MS,ZIP Code area,39643
31647,Sparks,GA,ZIP Code area,31647
31566,Waynesville,GA,ZIP Code area,31566
31756,Hartsfield,GA,ZIP Code area,31756
39462,New Augusta,MS,ZIP Code area,39462
71472,Sieper,LA,ZIP Code area,71472
76680,Reagan,TX,ZIP Code area,76680
31503,Waycross,GA,ZIP Code area,31503
31502,Waycross,GA,Post Office or large volume customer,31501
39483,Foxworth,MS,ZIP Code area,39483
71466,Otis,LA,ZIP Code area,71466
31730,Camilla,GA,ZIP Code area,31730
31501,Waycross,GA,ZIP Code area,31501
79855,Van Horn,TX,ZIP Code area,79855
36305,Dothan,AL,ZIP Code area,36305
36543,Huxford,AL,Post Office or large volume customer,36543
76837,Eden,TX,ZIP Code area,76837
79778,Rankin,TX,Post Office or large volume customer,79778
76853,Lometa,TX,ZIP Code area,76853
36302,Dothan,AL,Post Office or large volume customer,36303
36304,Dothan,AL,Post Office or large volume customer,36303
31523,Brunswick,GA,ZIP Code area,31523
39648,McComb,MS,ZIP Code area,39648
71331,Effie,LA,ZIP Code area,71331
71403,Anacoco,LA,ZIP Code area,71403
75926,Apple Springs,TX,ZIP Code area,75926
31771,Norman Park,GA,ZIP Code area,31771
36584,Vinegar Bend,AL,ZIP Code area,36584
36376,Webb,AL,ZIP Code area,36376
31564,Waresboro,GA,Post Office or large volume customer,31503
39649,McComb,MS,Post Office or large volume customer,39648
77865,Marquez,TX,ZIP Code area,77865
31524,Brunswick,GA,Post Office or large volume customer,31524
36553,Mc Intosh,AL,ZIP Code area,36553
31784,Sale City,GA,ZIP Code area,31784
36303,Dothan,AL,ZIP Code area,36303
31525,Brunswick,GA,ZIP Code area,31525
77850,Concord,TX,Post Office or large volume customer,77865
75968,Pineland,TX,ZIP Code area,75968
36529,Deer Park,AL,ZIP Code area,36529
75929,Broaddus,TX,ZIP Code area,75929
75834,Centralia,TX,Post Office or large volume customer,75926
36550,Little River,AL,ZIP Code area,36550
71323,Center Point,LA,ZIP Code area,71323
36352,Newton,AL,ZIP Code area,36352
71474,Simpson,LA,Post Office or large volume customer,71474
71302,Alexandria,LA,ZIP Code area,71302
76939,Knickerbocker,TX,Post Office or large volume customer,76939
71307,Alexandria,LA,Post Office or large volume customer,71302
39429,Columbia,MS,ZIP Code area,39429
71431,Gardner,LA,Post Office or large volume customer,71409
75833,Centerville,TX,ZIP Code area,75833
39633,Crosby,MS,ZIP Code area,39633
79743,Imperial,TX,ZIP Code area,79743
75949,Huntington,TX,ZIP Code area,75949
71315,Alexandria,LA,Post Office or large volume customer,71301
36319,Columbia,AL,ZIP Code area,36319
36467,Opp,AL,ZIP Code area,36467
79839,Fort Hancock,TX,ZIP Code area,79839
31637,Lenox,GA,ZIP Code area,31637
71316,Acme,LA,ZIP Code area,71316
76932,Big Lake,TX,ZIP Code area,76932
36420,Andalusia,AL,ZIP Code area,36420
39666,Summit,MS,ZIP Code area,39666
76632,Chilton,TX,ZIP Code area,76632
71301,Alexandria,LA,ZIP Code area,71301
76524,Eddy,TX,ZIP Code area,76524
36322,Daleville,AL,ZIP Code area,36322
76871,Richland Springs,TX,ZIP Code area,76871
36432,Castleberry,AL,ZIP Code area,36432
31516,Blackshear,GA,ZIP Code area,31516
31552,Millwood,GA,ZIP Code area,31552
71303,Alexandria,LA,ZIP Code area,71303
75948,Hemphill,TX,ZIP Code area,75948
76557,Moody,TX,ZIP Code area,76557
31624,Axson,GA,ZIP Code area,31624
31642,Pearson,GA,ZIP Code area,31642
39841,Damascus,GA,ZIP Code area,39841
76653,Kosse,TX,ZIP Code area,76653
36476,River Falls,AL,Post Office or large volume customer,36476
75902,Lufkin,TX,Post Office or large volume customer,75904
75835,Crockett,TX,ZIP Code area,75835
75915,Lufkin,TX,Post Office or large volume customer,75904
39664,Smithdale,MS,ZIP Code area,39664
39401,Hattiesburg,MS,ZIP Code area,39401
71309,Alexandria,LA,Post Office or large volume customer,71301
76661,Marlin,TX,ZIP Code area,76661
39402,Hattiesburg,MS,ZIP Code area,39402
76852,Lohn,TX,ZIP Code area,76852
36371,Pinckard,AL,Post Office or large volume customer,36371
79785,Toyah,TX,Post Office or large volume customer,79785
36473,Range,AL,ZIP Code area,36473
76941,Mertzon,TX,ZIP Code area,76941
36331,Enterprise,AL,Post Office or large volume customer,36330
71409,Boyce,LA,ZIP Code area,71409
39870,Newton,GA,ZIP Code area,39870
71306,Alexandria,LA,Post Office or large volume customer,71301
76526,Flat,TX,ZIP Code area,76528
36350,Midland City,AL,ZIP Code area,36350
36480,Uriah,AL,ZIP Code area,36480
75901,Lufkin,TX,ZIP Code area,75901
31744,Doerun,GA,ZIP Code area,31744
36330,Enterprise,AL,ZIP Code area,36330
39403,Hattiesburg,MS,Post Office or large volume customer,39402
39404,Hattiesburg,MS,Post Office or large volume customer,39402
71359,Pineville,LA,Post Office or large volume customer,71360
71439,Hornbeck,LA,ZIP Code area,71439
39406,Hattiesburg,MS,ZIP Code area,39406
31543,Hortense,GA,ZIP Code area,31543
36515,Carlton,AL,ZIP Code area,36545
71361,Pineville,LA,Post Office or large volume customer,71360
31775,Omega,GA,ZIP Code area,31775
85628,Nogales,AZ,Post Office or large volume customer,85621
85662,Nogales,AZ,Post Office or large volume customer,85621
36449,Goodway,AL,Post Office or large volume customer,36445
71443,Kurthwood,LA,Post Office or large volume customer,71446
75904,Lufkin,TX,ZIP Code area,75904
36454,Lenox,AL,ZIP Code area,36454
85620,Naco,AZ,Post Office or large volume customer,85620
36362,Fort Rucker,AL,ZIP Code area,36362
36539,Fruitdale,AL,ZIP Code area,36539
76955,Vancourt,TX,ZIP Code area,76955
36421,Andalusia,AL,ZIP Code area,36421
85608,Douglas,AZ,Post Office or large volume customer,85608
85655,Douglas,AZ,Post Office or large volume customer,85607
79755,Midkiff,TX,ZIP Code area,79755
76685,Satin,TX,Post Office or large volume customer,76685
39465,Petal,MS,ZIP Code area,39465
76630,Bruceville,TX,ZIP Code area,76630
71360,Pineville,LA,ZIP Code area,71360
39823,Blakely,GA,ZIP Code area,39823
75847,Kennard,TX,ZIP Code area,75847
76558,Mound,TX,Post Office or large volume customer,76528
39641,Jayess,MS,ZIP Code area,39641
71348,Libuse,LA,Post Office or large volume customer,71360
36345,Headland,AL,ZIP Code area,36345
75903,Lufkin,TX,Post Office or large volume customer,75904
76872,Rochelle,TX,ZIP Code area,76872
75944,Etoile,TX,ZIP Code area,75944
85607,Douglas,AZ,ZIP Code area,85607
36583,Tibbie,AL,ZIP Code area,36583
85626,Pirtleville,AZ,Post Office or large volume customer,85626
75846,Jewett,TX,ZIP Code area,75846
71328,Deville,LA,ZIP Code area,71328
85621,Nogales,AZ,ZIP Code area,85621
39482,Sumrall,MS,ZIP Code area,39482
71429,Florien,LA,ZIP Code area,71429
71455,Mora,LA,ZIP Code area,71455
76937,Eola,TX,ZIP Code area,76937
36581,Sunflower,AL,Post Office or large volume customer,36581
76957,Wall,TX,ZIP Code area,76957
39476,Richton,MS,ZIP Code area,39476
79742,Grandfalls,TX,ZIP Code area,79742
31622,Alapaha,GA,ZIP Code area,31622
75930,Bronson,TX,ZIP Code area,75930
31650,Willacoochee,GA,ZIP Code area,31650
71427,Flatwoods,LA,ZIP Code area,71427
36457,Megargel,AL,Post Office or large volume customer,36445
31716,Baconton,GA,ZIP Code area,31716
36351,New Brockton,AL,ZIP Code area,36351
31557,Patterson,GA,ZIP Code area,31557
71477,Tioga,LA,Post Office or large volume customer,71360
39362,State Line,MS,ZIP Code area,39362
39165,Sibley,MS,Post Office or large volume customer,39120
75858,Ratcliff,TX,Post Office or large volume customer,75858
31305,Darien,GA,ZIP Code area,31305
79731,Crane,TX,ZIP Code area,79731
75849,Latexo,TX,Post Office or large volume customer,75849
76904,San Angelo,TX,ZIP Code area,76904
76655,Lorena,TX,ZIP Code area,76655
71405,Ball,LA,ZIP Code area,71405
36038,Gantt,AL,ZIP Code area,36038
36585,Wagarville,AL,ZIP Code area,36585
76687,Thornton,TX,ZIP Code area,76687
76836,Doole,TX,ZIP Code area,76836
31556,Offerman,GA,Post Office or large volume customer,31556
85603,Bisbee,AZ,ZIP Code area,85603
39662,Ruth,MS,ZIP Code area,39662
71447,Lena,LA,ZIP Code area,71447
36474,Red Level,AL,ZIP Code area,36474
79772,Pecos,TX,ZIP Code area,79772
85615,Hereford,AZ,ZIP Code area,85615
36475,Repton,AL,ZIP Code area,36475
31749,Enigma,GA,ZIP Code area,31749
31727,Brookfield,GA,Post Office or large volume customer,31794
76561,Oglesby,TX,ZIP Code area,76561
76528,Gatesville,TX,ZIP Code area,76528
36323,Elba,AL,ZIP Code area,36323
71354,Monterey,LA,ZIP Code area,71354
76906,San Angelo,TX,Post Office or large volume customer,76904
36439,Excel,AL,Post Office or large volume customer,36439
71434,Gorum,LA,Post Office or large volume customer,71447
36445,Frisco City,AL,ZIP Code area,36445
76908,Goodfellow AFB,TX,ZIP Code area,76908
76597,Gatesville,TX,Post Office or large volume customer,76597
36353,Newville,AL,ZIP Code area,36353
36429,Brooklyn,AL,Post Office or large volume customer,36401
39436,Eastabuchie,MS,Post Office or large volume customer,39465
76909,San Angelo,TX,ZIP Code area,76904
39656,Oak Vale,MS,ZIP Code area,39656
75831,Buffalo,TX,ZIP Code area,75831
39629,Bogue Chitto,MS,ZIP Code area,39629
76862,Millersview,TX,ZIP Code area,76862
76940,Mereta,TX,ZIP Code area,76940
39813,Arlington,GA,ZIP Code area,39813
76657,Mc Gregor,TX,ZIP Code area,76657
79853,Tornillo,TX,Post Office or large volume customer,79853
36540,Gainestown,AL,ZIP Code area,36540
75969,Pollok,TX,ZIP Code area,75969
76598,Gatesville,TX,Post Office or large volume customer,76598
76599,Gatesville,TX,Post Office or large volume customer,76599
36360,Ozark,AL,ZIP Code area,36360
76844,Goldthwaite,TX,ZIP Code area,76844
39653,Meadville,MS,ZIP Code area,39653
31794,Tifton,GA,ZIP Code area,31794
31319,Meridian,GA,Post Office or large volume customer,31331
36401,Evergreen,AL,ZIP Code area,36401
36361,Ozark,AL,Post Office or large volume customer,36360
76643,Hewitt,TX,ZIP Code area,76643
76902,San Angelo,TX,Post Office or large volume customer,76903
31535,Douglas,GA,ZIP Code area,31535
71460,Negreet,LA,Post Office or large volume customer,71449
76880,Star,TX,ZIP Code area,76844
36518,Chatom,AL,ZIP Code area,36518
79719,Barstow,TX,ZIP Code area,79719
39630,Bude,MS,ZIP Code area,39630
31327,Sapelo Island,GA,Post Office or large volume customer,31327
31551,Mershon,GA,ZIP Code area,31551
76682,Riesel,TX,ZIP Code area,76682
31793,Tifton,GA,ZIP Code area,31793
31782,Putney,GA,Post Office or large volume customer,31705
76566,Purmela,TX,ZIP Code area,76566
76866,Paint Rock,TX,ZIP Code area,76866
76903,San Angelo,TX,ZIP Code area,76903
76525,Evant,TX,ZIP Code area,76525
76886,Veribest,TX,Post Office or large volume customer,76905
31795,Ty Ty,GA,ZIP Code area,31795
75838,Donie,TX,ZIP Code area,75838
39421,Bassfield,MS,ZIP Code area,39421
31304,Crescent,GA,ZIP Code area,31304
76901,San Angelo,TX,ZIP Code area,76901
75937,Chireno,TX,ZIP Code area,75937
31554,Nicholls,GA,ZIP Code area,31554
36548,Leroy,AL,ZIP Code area,36548
85648,Rio Rico,AZ,ZIP Code area,85648
76596,Gatesville,TX,Post Office or large volume customer,76596
36028,Dozier,AL,ZIP Code area,36028
85633,Sasabe,AZ,Post Office or large volume customer,85633
75976,Wells,TX,ZIP Code area,75976
39862,Leary,GA,ZIP Code area,39862
85650,Sierra Vista,AZ,ZIP Code area,85650
71426,Fisher,LA,ZIP Code area,71426
39464,Ovett,MS,ZIP Code area,39464
31789,Sumner,GA,ZIP Code area,31789
79838,Fabens,TX,Post Office or large volume customer,79838
76716,Waco,TX,Post Office or large volume customer,76711
76703,Waco,TX,Post Office or large volume customer,76711
39459,Moselle,MS,ZIP Code area,39459
76712,Woodway,TX,ZIP Code area,76712
76827,Brookesmith,TX,ZIP Code area,76827
75978,Woden,TX,Post Office or large volume customer,75978
39427,Carson,MS,ZIP Code area,39427
85617,Mc Neal,AZ,ZIP Code area,85617
39661,Roxie,MS,ZIP Code area,39661
36460,Monroeville,AL,ZIP Code area,36460
75959,Milam,TX,ZIP Code area,75959
36458,Mexia,AL,Post Office or large volume customer,36445
31534,Douglas,GA,Post Office or large volume customer,31533
76905,San Angelo,TX,ZIP Code area,76905
71423,Dry Prong,LA,ZIP Code area,71423
71449,Many,LA,ZIP Code area,71449
76706,Waco,TX,ZIP Code area,76706
71407,Bentley,LA,ZIP Code area,71407
31560,Screven,GA,ZIP Code area,31560
75844,Grapeland,TX,ZIP Code area,75844
76711,Waco,TX,ZIP Code area,76711
76873,Rockwood,TX,ZIP Code area,76873
76702,Waco,TX,Post Office or large volume customer,76712
31518,Bristol,GA,ZIP Code area,31518
31781,Poulan,GA,ZIP Code area,31781
71468,Provencal,LA,ZIP Code area,71468
39824,Bluffton,GA,ZIP Code area,39824
39647,Mc Call Creek,MS,ZIP Code area,39647
76642,Groesbeck,TX,ZIP Code area,76642
36569,Saint Stephens,AL,ZIP Code area,36569
71467,Pollock,LA,ZIP Code area,71467
31533,Douglas,GA,ZIP Code area,31533
36461,Monroeville,AL,Post Office or large volume customer,36460
36470,Perdue Hill,AL,Post Office or large volume customer,36470
71417,Colfax,LA,ZIP Code area,71417
31791,Sylvester,GA,ZIP Code area,31791
76714,Waco,TX,Post Office or large volume customer,76710
75972,San Augustine,TX,ZIP Code area,75972
76799,Waco,TX,Post Office or large volume customer,76710
76797,Waco,TX,Post Office or large volume customer,76710
76710,Waco,TX,ZIP Code area,76710
36373,Shorterville,AL,ZIP Code area,36373
39866,Morgan,GA,ZIP Code area,39866
76638,Crawford,TX,ZIP Code area,76638
76664,Mart,TX,ZIP Code area,76664
39479,Seminary,MS,ZIP Code area,39479
31705,Albany,GA,ZIP Code area,31705
36545,Jackson,AL,ZIP Code area,36545
71416,Cloutierville,LA,ZIP Code area,71416
76798,Waco,TX,Post Office or large volume customer,76798
36456,Mc Kenzie,AL,ZIP Code area,36456
85635,Sierra Vista,AZ,ZIP Code area,85635
76701,Waco,TX,ZIP Code area,76701
36346,Jack,AL,ZIP Code area,36346
39654,Monticello,MS,ZIP Code area,39654
39322,Buckatunna,MS,ZIP Code area,39322
31704,Albany,GA,ZIP Code area,31705
76707,Waco,TX,ZIP Code area,76707
76845,Gouldbusk,TX,ZIP Code area,76845
85636,Sierra Vista,AZ,Post Office or large volume customer,85635
85671,Sierra Vista,AZ,Post Office or large volume customer,85635
85670,Fort Huachuca,AZ,Post Office or large volume customer,85635
85613,Fort Huachuca,AZ,ZIP Code area,85613
31510,Alma,GA,ZIP Code area,31510
76864,Mullin,TX,ZIP Code area,76864
39120,Natchez,MS,ZIP Code area,39120
31706,Albany,GA,Post Office or large volume customer,31701
39663,Silver Creek,MS,ZIP Code area,39663
39121,Natchez,MS,Post Office or large volume customer,39120
39190,Washington,MS,Post Office or large volume customer,39120
39122,Natchez,MS,Post Office or large volume customer,39120
36374,Skipperville,AL,ZIP Code area,36374
31599,Jesup,GA,Post Office or large volume customer,31546
76855,Lowake,TX,Post Office or large volume customer,76875
39846,Edison,GA,ZIP Code area,39846
39601,Brookhaven,MS,ZIP Code area,39601
31331,Townsend,GA,ZIP Code area,31331
79788,Wickett,TX,Post Office or large volume customer,79788
71373,Vidalia,LA,ZIP Code area,71373
31512,Ambrose,GA,ZIP Code area,31512
31701,Albany,GA,ZIP Code area,31701
31721,Albany,GA,ZIP Code area,31721
79777,Pyote,TX,ZIP Code area,79777
76715,Waco,TX,Post Office or large volume customer,76704
85601,Arivaca,AZ,ZIP Code area,85601
76704,Waco,TX,ZIP Code area,76704
31703,Albany,GA,Post Office or large volume customer,31701
31702,Albany,GA,Post Office or large volume customer,31701
31546,Jesup,GA,ZIP Code area,31546
39602,Brookhaven,MS,Post Office or large volume customer,39601
79756,Monahans,TX,ZIP Code area,79756
39603,Brookhaven,MS,Post Office or large volume customer,39601
36009,Brantley,AL,ZIP Code area,36009
79849,San Elizario,TX,ZIP Code area,79849
75961,Nacogdoches,TX,ZIP Code area,75961
75855,Oakwood,TX,ZIP Code area,75855
31708,Albany,GA,Post Office or large volume customer,31705
36471,Peterman,AL,ZIP Code area,36471
79836,Clint,TX,ZIP Code area,79836
31774,Ocilla,GA,ZIP Code area,31774
76861,Miles,TX,ZIP Code area,76861
31733,Chula,GA,ZIP Code area,31733
76538,Jonesboro,TX,ZIP Code area,76538
31707,Albany,GA,ZIP Code area,31707
85624,Patagonia,AZ,ZIP Code area,85624
76888,Voss,TX,ZIP Code area,76888
39437,Ellisville,MS,ZIP Code area,39437
76708,Waco,TX,ZIP Code area,76708
39474,Prentiss,MS,ZIP Code area,39474
31598,Jesup,GA,Post Office or large volume customer,31546
71343,Jonesville,LA,ZIP Code area,71343
36311,Ariton,AL,ZIP Code area,36311
85611,Elgin,AZ,ZIP Code area,85611
31567,West Green,GA,ZIP Code area,31567
71486,Zwolle,LA,ZIP Code area,71486
71452,Melrose,LA,Post Office or large volume customer,71452
85646,Tubac,AZ,ZIP Code area,85646
76934,Carlsbad,TX,ZIP Code area,76934
36034,Glenwood,AL,ZIP Code area,36034
71377,Wildsville,LA,Post Office or large volume customer,71377
71428,Flora,LA,Post Office or large volume customer,71469
76705,Waco,TX,ZIP Code area,76705
75962,Nacogdoches,TX,ZIP Code area,75962
31769,Mystic,GA,Post Office or large volume customer,31774
75860,Teague,TX,ZIP Code area,75860
75964,Nacogdoches,TX,ZIP Code area,75964
76875,Rowena,TX,ZIP Code area,76875
75839,Elkhart,TX,ZIP Code area,75839
76678,Prairie Hill,TX,ZIP Code area,76678
36482,Whatley,AL,ZIP Code area,36482
75963,Nacogdoches,TX,Post Office or large volume customer,75965
31519,Broxton,GA,ZIP Code area,31519
36558,Millry,AL,ZIP Code area,36558
36538,Frankville,AL,ZIP Code area,36538
39665,Sontag,MS,ZIP Code area,39665
71363,Rhinehart,LA,Post Office or large volume customer,71343
71334,Ferriday,LA,ZIP Code area,71334
39851,Fort Gaines,GA,ZIP Code area,39851
31760,Irwinville,GA,ZIP Code area,31733
75958,Martinsville,TX,Post Office or large volume customer,75961
36033,Georgiana,AL,ZIP Code area,36033
75925,Alto,TX,ZIP Code area,75925
36310,Abbeville,AL,ZIP Code area,36310
71456,Natchez,LA,ZIP Code area,71456
31790,Sycamore,GA,ZIP Code area,31790
31545,Jesup,GA,ZIP Code area,31545
39428,Collins,MS,ZIP Code area,39428
79927,El Paso,TX,ZIP Code area,79927
79929,El Paso,TX,Post Office or large volume customer,79927
76565,Pottsville,TX,ZIP Code area,76565
31798,Wray,GA,ZIP Code area,31798
75943,Douglass,TX,ZIP Code area,75943
36317,Clopton,AL,ZIP Code area,36317
76624,Axtell,TX,ZIP Code area,76624
76689,Valley Mills,TX,ZIP Code area,76689
71462,Noble,LA,ZIP Code area,71462
36015,Chapman,AL,Post Office or large volume customer,36033
75965,Nacogdoches,TX,ZIP Code area,75965
85640,Tumacacori,AZ,ZIP Code area,85640
76633,China Spring,TX,ZIP Code area,76633
76958,Water Valley,TX,Post Office or large volume customer,76958
76884,Valera,TX,ZIP Code area,76884
76667,Mexia,TX,ZIP Code area,76667
85616,Huachuca City,AZ,ZIP Code area,85616
39367,Waynesboro,MS,ZIP Code area,39367
76640,Elm Mott,TX,ZIP Code area,76640
79928,El Paso,TX,ZIP Code area,79928
