ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA
20103,Dulles,VA,Post Office or large volume customer,20166
20740,College Park,MD,ZIP Code area,20740
47235,Freetown,IN,ZIP Code area,47235
20997,Silver Spring,MD,Post Office or large volume customer,20910
81523,Glade Park,CO,ZIP Code area,81523
63389,Winfield,MO,ZIP Code area,63389
20907,Silver Spring,MD,Post Office or large volume customer,20910
66208,Prairie Village,KS,ZIP Code area,66208
45779,Syracuse,OH,Post Office or large volume customer,45779
62451,Palestine,IL,ZIP Code area,62451
26342,Coxs Mills,WV,ZIP Code area,26342
20910,Silver Spring,MD,ZIP Code area,20910
20148,Ashburn,VA,ZIP Code area,20148
89423,Minden,NV,ZIP Code area,89423
20770,Greenbelt,MD,ZIP Code area,20770
64075,Oak Grove,MO,ZIP Code area,64075
26160,Palestine,WV,ZIP Code area,26160
20166,Sterling,VA,ZIP Code area,20166
65202,Columbia,MO,ZIP Code area,65202
62454,Robinson,IL,ZIP Code area,62454
62086,Sorento,IL,ZIP Code area,62086
95722,Meadow Vista,CA,ZIP Code area,95722
80863,Woodland Park,CO,ZIP Code area,80863
20768,Greenbelt,MD,Post Office or large volume customer,20770
20189,Dulles,VA,Post Office or large volume customer,20166
20101,Dulles,VA,Post Office or large volume customer,20166
20817,Bethesda,MD,ZIP Code area,20817
20167,Sterling,VA,Post Office or large volume customer,20164
45171,Sardinia,OH,ZIP Code area,45171
20163,Sterling,VA,Post Office or large volume customer,20164
20889,Bethesda,MD,Post Office or large volume customer,20814
22066,Great Falls,VA,ZIP Code area,22066
89411,Genoa,NV,Post Office or large volume customer,89411
62022,Dow,IL,ZIP Code area,62022
84652,Redmond,UT,ZIP Code area,84652
41059,Melbourne,KY,ZIP Code area,41059
22649,Middletown,VA,ZIP Code area,22645
80841,Usaf Academy,CO,Post Office or large volume customer,80840
66052,Linwood,KS,ZIP Code area,66052
20892,Bethesda,MD,Post Office or large volume customer,20814
20894,Bethesda,MD,Post Office or large volume customer,20814
62449,Oblong,IL,ZIP Code area,62449
41022,Florence,KY,Post Office or large volume customer,41042
25247,Hartford,WV,Post Office or large volume customer,25247
62424,Dieterich,IL,ZIP Code area,62424
62088,Staunton,IL,ZIP Code area,62088
66286,Shawnee,KS,Post Office or large volume customer,66226
20719,Bowie,MD,Post Office or large volume customer,20720
80997,Colorado Springs,CO,Post Office or large volume customer,80921
95703,Applegate,CA,ZIP Code area,95703
66216,Shawnee,KS,ZIP Code area,66216
45686,Vinton,OH,ZIP Code area,45686
67484,Tescott,KS,ZIP Code area,67484
21114,Crofton,MD,ZIP Code area,21114
41015,Latonia,KY,ZIP Code area,41015
20164,Sterling,VA,ZIP Code area,20164
67481,Sylvan Grove,KS,ZIP Code area,67481
47424,Bloomfield,IN,ZIP Code area,47424
95459,Manchester,CA,ZIP Code area,95459
95912,Arbuckle,CA,ZIP Code area,95912
47265,North Vernon,IN,ZIP Code area,47265
66605,Topeka,KS,ZIP Code area,66605
19943,Felton,DE,ZIP Code area,19943
64113,Kansas City,MO,ZIP Code area,64113
89311,Baker,NV,ZIP Code area,89311
66282,Overland Park,KS,Post Office or large volume customer,66202
41005,Burlington,KY,ZIP Code area,41005
47434,Harrodsburg,IN,Post Office or large volume customer,47434
66217,Shawnee,KS,ZIP Code area,66217
66218,Shawnee,KS,ZIP Code area,66218
20903,Silver Spring,MD,ZIP Code area,20903
20827,Bethesda,MD,Post Office or large volume customer,20817
26250,Belington,WV,ZIP Code area,26250
66614,Topeka,KS,ZIP Code area,66614
65231,Auxvasse,MO,ZIP Code area,65231
66401,Alma,KS,ZIP Code area,66401
66611,Topeka,KS,ZIP Code area,66611
47018,Dillsboro,IN,ZIP Code area,47018
64014,Blue Springs,MO,ZIP Code area,64014
41018,Erlanger,KY,ZIP Code area,41018
95423,Clearlake Oaks,CA,ZIP Code area,95423
96155,South Lake Tahoe,CA,Post Office or large volume customer,96155
64071,Mayview,MO,ZIP Code area,64071
64015,Blue Springs,MO,ZIP Code area,64015
64013,Blue Springs,MO,Post Office or large volume customer,64015
64029,Grain Valley,MO,ZIP Code area,64029
66203,Shawnee,KS,ZIP Code area,66203
84540,Thompson,UT,ZIP Code area,84540
08242,Rio Grande,NJ,ZIP Code area,08242
67738,Grinnell,KS,ZIP Code area,67738
20901,Silver Spring,MD,ZIP Code area,20901
20859,Potomac,MD,Post Office or large volume customer,20854
64133,Kansas City,MO,ZIP Code area,64133
95692,Wheatland,CA,ZIP Code area,95692
20146,Ashburn,VA,Post Office or large volume customer,20147
80827,Lake George,CO,ZIP Code area,80827
66441,Junction City,KS,ZIP Code area,66441
47865,Paxton,IN,Post Office or large volume customer,47865
66201,Mission,KS,Post Office or large volume customer,66202
25260,Mason,WV,ZIP Code area,25260
20130,Paris,VA,ZIP Code area,20130
80908,Colorado Springs,CO,ZIP Code area,80908
20918,Silver Spring,MD,Post Office or large volume customer,20901
66542,Tecumseh,KS,ZIP Code area,66542
66050,Lecompton,KS,ZIP Code area,66050
66202,Mission,KS,ZIP Code area,66202
41076,Newport,KY,ZIP Code area,41076
66222,Mission,KS,Post Office or large volume customer,66205
65274,New Franklin,MO,ZIP Code area,65274
22645,Middletown,VA,ZIP Code area,22645
45613,Beaver,OH,ZIP Code area,45613
08251,Villas,NJ,ZIP Code area,08251
62473,Watson,IL,ZIP Code area,62473
67672,Wakeeney,KS,ZIP Code area,67672
20058,Washington,MD,Post Office or large volume customer,20817
66276,Lenexa,KS,Post Office or large volume customer,66202
62458,Saint Elmo,IL,ZIP Code area,62458
26321,Alum Bridge,WV,ZIP Code area,26321
95443,Glenhaven,CA,ZIP Code area,95443
26289,Red Creek,WV,ZIP Code area,26271
66622,Topeka,KS,Post Office or large volume customer,66622
66226,Shawnee,KS,ZIP Code area,66226
67482,Talmage,KS,ZIP Code area,67482
21405,Annapolis,MD,ZIP Code area,21405
45102,Amelia,OH,ZIP Code area,45102
45277,Cincinnati,KY,Post Office or large volume customer,41015
63333,Bellflower,MO,ZIP Code area,63333
66205,Mission,KS,ZIP Code area,66205
20895,Kensington,MD,ZIP Code area,20895
64136,Kansas City,MO,ZIP Code area,64136
21409,Annapolis,MD,ZIP Code area,21409
45640,Jackson,OH,ZIP Code area,45640
41017,Ft Mitchell,KY,ZIP Code area,41017
62019,Donnellson,IL,ZIP Code area,62019
41099,Newport,KY,ZIP Code area,41099
62077,Panama,IL,Post Office or large volume customer,62077
64130,Kansas City,MO,ZIP Code area,64130
08219,Green Creek,NJ,Post Office or large volume customer,08204
26452,Weston,WV,ZIP Code area,26452
26152,Munday,WV,ZIP Code area,26152
19946,Frederica,DE,ZIP Code area,19946
26801,Baker,WV,ZIP Code area,26801
26276,Kerens,WV,ZIP Code area,26276
21636,Goldsboro,MD,ZIP Code area,21636
20993,Silver Spring,MD,Post Office or large volume customer,20903
45642,Jasper,OH,Post Office or large volume customer,45642
67422,Bennington,KS,ZIP Code area,67422
47465,Switz City,IN,ZIP Code area,47465
41085,Silver Grove,KY,ZIP Code area,41085
64129,Kansas City,MO,ZIP Code area,64129
21054,Gambrills,MD,ZIP Code area,21054
62006,Batchtown,IL,ZIP Code area,62006
62012,Brighton,IL,ZIP Code area,62012
66621,Topeka,KS,Post Office or large volume customer,66621
64110,Kansas City,MO,ZIP Code area,64110
66607,Topeka,KS,ZIP Code area,66607
26138,Brohard,WV,Post Office or large volume customer,26138
20896,Garrett Park,MD,ZIP Code area,20896
26836,Moorefield,WV,ZIP Code area,26836
45155,Mowrystown,OH,Post Office or large volume customer,45155
20902,Silver Spring,MD,ZIP Code area,20902
64112,Kansas City,MO,ZIP Code area,64112
80921,Colorado Springs,CO,ZIP Code area,80921
95736,Weimar,CA,Post Office or large volume customer,95736
20704,Beltsville,MD,Post Office or large volume customer,20705
47441,Linton,IN,ZIP Code area,47441
81503,Grand Junction,CO,ZIP Code area,81503
62014,Bunker Hill,IL,ZIP Code area,62014
80821,Hugo,CO,ZIP Code area,80821
21617,Centreville,MD,ZIP Code area,21617
65250,Franklin,MO,ZIP Code area,65250
66604,Topeka,KS,ZIP Code area,66604
66647,Topeka,KS,Post Office or large volume customer,66604
66612,Topeka,KS,ZIP Code area,66612
20854,Potomac,MD,ZIP Code area,20854
66667,Topeka,KS,Post Office or large volume customer,66604
20705,Beltsville,MD,ZIP Code area,20705
20165,Sterling,VA,ZIP Code area,20165
47042,Versailles,IN,ZIP Code area,47042
20915,Silver Spring,MD,Post Office or large volume customer,20902
20891,Kensington,MD,Post Office or large volume customer,20895
20147,Ashburn,VA,ZIP Code area,20147
62091,Walshville,IL,ZIP Code area,62091
21032,Crownsville,MD,ZIP Code area,21032
89413,Glenbrook,NV,ZIP Code area,89413
19979,Viola,DE,ZIP Code area,19979
08252,Whitesboro,NJ,Post Office or large volume customer,08210
45154,Mount Orab,OH,ZIP Code area,45154
81228,Granite,CO,ZIP Code area,81211
67455,Lincoln,KS,ZIP Code area,67455
66629,Topeka,KS,Post Office or large volume customer,66612
21012,Arnold,MD,ZIP Code area,21012
62479,Wheeler,IL,ZIP Code area,62479
95415,Boonville,CA,ZIP Code area,95415
20149,Ashburn,VA,Post Office or large volume customer,20147
45661,Piketon,OH,ZIP Code area,45661
66699,Topeka,KS,Post Office or large volume customer,66612
66625,Topeka,KS,Post Office or large volume customer,66612
66626,Topeka,KS,Post Office or large volume customer,66612
95435,Finley,CA,Post Office or large volume customer,95435
81434,Somerset,CO,ZIP Code area,81434
08247,Stone Harbor,NJ,ZIP Code area,08247
45741,Langsville,OH,ZIP Code area,45741
66636,Topeka,KS,Post Office or large volume customer,66603
67752,Quinter,KS,ZIP Code area,67752
20852,Rockville,MD,ZIP Code area,20852
95453,Lakeport,CA,ZIP Code area,95453
66683,Topeka,KS,Post Office or large volume customer,66603
66603,Topeka,KS,ZIP Code area,66603
64055,Independence,MO,ZIP Code area,64055
47861,Merom,IN,ZIP Code area,47861
